,state,state_po,year,candidate,party,candidatevotes,Electoral_College_Votes
354,Kentucky,KY,2004,JOHN KERRY,DEMOCRAT,712733,8.0
355,Kentucky,KY,2004,OTHER,OTHER,13688,8.0
356,Kentucky,KY,2008,BARACK OBAMA,DEMOCRAT,751985,8.0
357,Kentucky,KY,2008,JOHN MCCAIN,REPUBLICAN,1048462,8.0
358,Kentucky,KY,2008,OTHER,OTHER,26061,8.0
359,Kentucky,KY,2012,BARACK OBAMA,DEMOCRAT,679370,8.0
360,Kentucky,KY,2012,MITT ROMNEY,REPUBLICAN,1087190,8.0
361,Kentucky,KY,2012,OTHER,OTHER,30652,8.0
362,Kentucky,KY,2016,DONALD TRUMP,REPUBLICAN,1202971,8.0
363,Kentucky,KY,2016,HILLARY CLINTON,DEMOCRAT,628854,8.0
364,Kentucky,KY,2016,OTHER,OTHER,92324,8.0
365,Kentucky,KY,2020,DONALD J TRUMP,REPUBLICAN,1326418,8.0
366,Kentucky,KY,2020,JO JORGENSEN,LIBERTARIAN,26217,8.0
367,Kentucky,KY,2020,JOSEPH R BIDEN JR,DEMOCRAT,772285,8.0
368,Kentucky,KY,2020,OTHER,OTHER,10076,8.0
369,Louisiana,LA,2000,AL GORE,DEMOCRAT,792344,8.0
370,Louisiana,LA,2000,GEORGE W. BUSH,REPUBLICAN,927871,8.0
371,Louisiana,LA,2000,OTHER,OTHER,24968,8.0
372,Louisiana,LA,2000,RALPH NADER,GREEN,20473,8.0
373,Louisiana,LA,2004,GEORGE W. BUSH,REPUBLICAN,1102169,8.0
374,Louisiana,LA,2004,JOHN KERRY,DEMOCRAT,820299,8.0
375,Louisiana,LA,2004,OTHER,OTHER,20638,8.0
376,Louisiana,LA,2008,BARACK OBAMA,DEMOCRAT,781574,8.0
377,Louisiana,LA,2008,JOHN MCCAIN,REPUBLICAN,1148015,8.0
378,Louisiana,LA,2008,OTHER,OTHER,29496,8.0
379,Louisiana,LA,2012,BARACK OBAMA,DEMOCRAT,809141,8.0
380,Louisiana,LA,2012,MITT ROMNEY,REPUBLICAN,1152262,8.0
381,Louisiana,LA,2012,OTHER,OTHER,32662,8.0
382,Louisiana,LA,2016,DONALD TRUMP,REPUBLICAN,1178638,8.0
383,Louisiana,LA,2016,HILLARY CLINTON,DEMOCRAT,780154,8.0
384,Louisiana,LA,2016,OTHER,OTHER,70240,8.0
385,Louisiana,LA,2020,DONALD J TRUMP,REPUBLICAN,1255776,8.0
386,Louisiana,LA,2020,JO JORGENSEN,LIBERTARIAN,21645,8.0
387,Louisiana,LA,2020,JOSEPH R BIDEN JR,DEMOCRAT,856034,8.0
388,Louisiana,LA,2020,OTHER,OTHER,14607,8.0
389,Maine,ME,2000,AL GORE,DEMOCRAT,319951,4.0
390,Maine,ME,2000,GEORGE W. BUSH,REPUBLICAN,286616,4.0
391,Maine,ME,2000,OTHER,OTHER,8123,4.0
392,Maine,ME,2000,RALPH NADER,GREEN,37127,4.0
393,Maine,ME,2004,GEORGE W. BUSH,REPUBLICAN,308997,4.0
394,Maine,ME,2004,JOHN KERRY,DEMOCRAT,364153,4.0
395,Maine,ME,2004,OTHER,OTHER,13360,4.0
396,Maine,ME,2008,BARACK OBAMA,DEMOCRAT,421923,4.0
397,Maine,ME,2008,JOHN MCCAIN,REPUBLICAN,295273,4.0
398,Maine,ME,2008,OTHER,OTHER,13967,4.0
399,Maine,ME,2012,BARACK OBAMA,DEMOCRAT,401306,4.0
400,Maine,ME,2012,MITT ROMNEY,REPUBLICAN,292276,4.0
401,Maine,ME,2012,OTHER,OTHER,19598,4.0
402,Maine,ME,2016,DONALD TRUMP,REPUBLICAN,335593,4.0
403,Maine,ME,2016,HILLARY CLINTON,DEMOCRAT,357735,4.0
404,Maine,ME,2016,OTHER,OTHER,54599,4.0
405,Maine,ME,2020,DONALD J TRUMP,REPUBLICAN,359899,4.0
406,Maine,ME,2020,JO JORGENSEN,LIBERTARIAN,14005,4.0
407,Maine,ME,2020,JOSEPH R BIDEN JR,DEMOCRAT,430473,4.0
408,Maine,ME,2020,OTHER,GREEN,8111,4.0
409,Maine,ME,2020,OTHER,OTHER,10046,4.0
410,Maryland,MD,2000,AL GORE,DEMOCRAT,1145782,10.0
411,Maryland,MD,2000,GEORGE W. BUSH,REPUBLICAN,813797,10.0
412,Maryland,MD,2000,OTHER,OTHER,12133,10.0
413,Maryland,MD,2000,RALPH NADER,GREEN,53768,10.0
414,Maryland,MD,2004,GEORGE W. BUSH,REPUBLICAN,1024703,10.0
415,Maryland,MD,2004,JOHN KERRY,DEMOCRAT,1334493,10.0
416,Maryland,MD,2004,OTHER,OTHER,27482,10.0
417,Maryland,MD,2008,BARACK OBAMA,DEMOCRAT,1629467,10.0
418,Maryland,MD,2008,JOHN MCCAIN,REPUBLICAN,959862,10.0
419,Maryland,MD,2008,OTHER,OTHER,42267,10.0
420,Maryland,MD,2012,BARACK OBAMA,DEMOCRAT,1677844,10.0
421,Maryland,MD,2012,MITT ROMNEY,REPUBLICAN,971869,10.0
422,Maryland,MD,2012,OTHER,OTHER,57614,10.0
423,Maryland,MD,2016,DONALD TRUMP,REPUBLICAN,943169,10.0
424,Maryland,MD,2016,HILLARY CLINTON,DEMOCRAT,1677928,10.0
425,Maryland,MD,2016,OTHER,OTHER,160349,10.0
426,Maryland,MD,2020,DONALD J TRUMP,REPUBLICAN,976414,10.0
427,Maryland,MD,2020,JO JORGENSEN,LIBERTARIAN,33488,10.0
428,Maryland,MD,2020,JOSEPH R BIDEN JR,DEMOCRAT,1985023,10.0
429,Maryland,MD,2020,OTHER,GREEN,15799,10.0
430,Maryland,MD,2020,OTHER,OTHER,26307,10.0
431,Massachusetts,MA,2000,AL GORE,DEMOCRAT,1616487,11.0
432,Massachusetts,MA,2000,GEORGE W. BUSH,REPUBLICAN,878502,11.0
433,Massachusetts,MA,2000,OTHER,OTHER,34431,11.0
434,Massachusetts,MA,2000,RALPH NADER,GREEN,173564,11.0
435,Massachusetts,MA,2004,GEORGE W. BUSH,REPUBLICAN,1071109,11.0
436,Massachusetts,MA,2004,JOHN KERRY,DEMOCRAT,1803800,11.0
437,Massachusetts,MA,2004,OTHER,OTHER,37479,11.0
438,Massachusetts,MA,2008,BARACK OBAMA,DEMOCRAT,1904103,11.0
439,Massachusetts,MA,2008,JOHN MCCAIN,REPUBLICAN,1108885,11.0
440,Massachusetts,MA,2008,OTHER,OTHER,68348,11.0
441,Massachusetts,MA,2012,BARACK OBAMA,DEMOCRAT,1921290,11.0
442,Massachusetts,MA,2012,MITT ROMNEY,REPUBLICAN,1188314,11.0
443,Massachusetts,MA,2012,OTHER,OTHER,58163,11.0
444,Massachusetts,MA,2016,DONALD TRUMP,REPUBLICAN,1090893,11.0
445,Massachusetts,MA,2016,HILLARY CLINTON,DEMOCRAT,1995196,11.0
446,Massachusetts,MA,2016,OTHER,OTHER,188466,11.0
447,Massachusetts,MA,2020,DONALD J TRUMP,REPUBLICAN,1167202,11.0
448,Massachusetts,MA,2020,JO JORGENSEN,LIBERTARIAN,47013,11.0
449,Massachusetts,MA,2020,JOSEPH R BIDEN JR,DEMOCRAT,2382202,11.0
450,Massachusetts,MA,2020,OTHER,GREEN,18658,11.0
451,Massachusetts,MA,2020,OTHER,OTHER,42930,11.0
452,Michigan,MI,2000,AL GORE,DEMOCRAT,2170418,16.0
453,Michigan,MI,2000,GEORGE W. BUSH,REPUBLICAN,1953139,16.0
454,Michigan,MI,2000,OTHER,OTHER,24989,16.0
455,Michigan,MI,2000,RALPH NADER,GREEN,84165,16.0
456,Michigan,MI,2004,GEORGE W. BUSH,REPUBLICAN,2313746,16.0
457,Michigan,MI,2004,JOHN KERRY,DEMOCRAT,2479183,16.0
458,Michigan,MI,2004,OTHER,OTHER,46323,16.0
459,Michigan,MI,2008,BARACK OBAMA,DEMOCRAT,2872579,16.0
460,Michigan,MI,2008,JOHN MCCAIN,REPUBLICAN,2048639,16.0
461,Michigan,MI,2008,OTHER,OTHER,80548,16.0
462,Michigan,MI,2012,BARACK OBAMA,DEMOCRAT,2564569,16.0
463,Michigan,MI,2012,MITT ROMNEY,REPUBLICAN,2115256,16.0
464,Michigan,MI,2012,OTHER,OTHER,51136,16.0
465,Michigan,MI,2016,DONALD TRUMP,REPUBLICAN,2279543,16.0
466,Michigan,MI,2016,HILLARY CLINTON,DEMOCRAT,2268839,16.0
467,Michigan,MI,2016,OTHER,OTHER,250902,16.0
468,Michigan,MI,2020,DONALD J TRUMP,REPUBLICAN,2649852,16.0
469,Michigan,MI,2020,JO JORGENSEN,LIBERTARIAN,60381,16.0
470,Michigan,MI,2020,JOSEPH R BIDEN JR,DEMOCRAT,2804040,16.0
471,Michigan,MI,2020,OTHER,GREEN,13718,16.0
472,Michigan,MI,2020,OTHER,OTHER,11311,16.0
473,Minnesota,MN,2000,AL GORE,DEMOCRAT,1168266,10.0
474,Minnesota,MN,2000,GEORGE W. BUSH,REPUBLICAN,1109659,10.0
475,Minnesota,MN,2000,OTHER,OTHER,34064,10.0
476,Minnesota,MN,2000,RALPH NADER,GREEN,126696,10.0
477,Minnesota,MN,2004,GEORGE W. BUSH,REPUBLICAN,1346451,10.0
478,Minnesota,MN,2004,JOHN KERRY,DEMOCRAT,1444751,10.0
479,Minnesota,MN,2004,OTHER,OTHER,36648,10.0
480,Minnesota,MN,2008,BARACK OBAMA,DEMOCRAT,1573354,10.0
481,Minnesota,MN,2008,JOHN MCCAIN,REPUBLICAN,1275409,10.0
482,Minnesota,MN,2008,OTHER,OTHER,61606,10.0
483,Minnesota,MN,2012,BARACK OBAMA,DEMOCRAT,1546167,10.0
484,Minnesota,MN,2012,MITT ROMNEY,REPUBLICAN,1320225,10.0
485,Minnesota,MN,2012,OTHER,OTHER,70169,10.0
486,Minnesota,MN,2016,DONALD TRUMP,REPUBLICAN,1322951,10.0
487,Minnesota,MN,2016,HILLARY CLINTON,DEMOCRAT,1367716,10.0
488,Minnesota,MN,2016,OTHER,OTHER,254146,10.0
489,Minnesota,MN,2020,DONALD J TRUMP,REPUBLICAN,1484065,10.0
490,Minnesota,MN,2020,JO JORGENSEN,LIBERTARIAN,34976,10.0
491,Minnesota,MN,2020,JOSEPH R BIDEN JR,DEMOCRAT,1717077,10.0
492,Minnesota,MN,2020,OTHER,GREEN,10033,10.0
493,Minnesota,MN,2020,OTHER,OTHER,31020,10.0
494,Mississippi,MS,2000,AL GORE,DEMOCRAT,404964,6.0
495,Mississippi,MS,2000,GEORGE W. BUSH,REPUBLICAN,573230,6.0
496,Mississippi,MS,2000,OTHER,OTHER,8606,6.0
497,Mississippi,MS,2000,RALPH NADER,GREEN,8126,6.0
498,Mississippi,MS,2004,GEORGE W. BUSH,REPUBLICAN,666295,6.0
499,Mississippi,MS,2004,JOHN KERRY,DEMOCRAT,440034,6.0
500,Mississippi,MS,2004,OTHER,OTHER,8530,6.0
501,Mississippi,MS,2008,BARACK OBAMA,DEMOCRAT,554662,6.0
502,Mississippi,MS,2008,JOHN MCCAIN,REPUBLICAN,724497,6.0
503,Mississippi,MS,2008,OTHER,OTHER,6100,6.0
504,Mississippi,MS,2012,BARACK OBAMA,DEMOCRAT,562949,6.0
505,Mississippi,MS,2012,MITT ROMNEY,REPUBLICAN,710746,6.0
506,Mississippi,MS,2012,OTHER,OTHER,11889,6.0
507,Mississippi,MS,2016,DONALD TRUMP,REPUBLICAN,700714,6.0
508,Mississippi,MS,2016,HILLARY CLINTON,DEMOCRAT,485131,6.0
509,Mississippi,MS,2016,OTHER,OTHER,23512,6.0
510,Mississippi,MS,2020,DONALD J TRUMP,REPUBLICAN,756764,6.0
511,Mississippi,MS,2020,JO JORGENSEN,LIBERTARIAN,8026,6.0
512,Mississippi,MS,2020,JOSEPH R BIDEN JR,DEMOCRAT,539398,6.0
513,Mississippi,MS,2020,OTHER,GREEN,1498,6.0
514,Mississippi,MS,2020,OTHER,OTHER,8073,6.0
515,Missouri,MO,2000,AL GORE,DEMOCRAT,1111138,10.0
516,Missouri,MO,2000,GEORGE W. BUSH,REPUBLICAN,1189924,10.0
517,Missouri,MO,2000,OTHER,OTHER,20315,10.0
518,Missouri,MO,2000,RALPH NADER,GREEN,38515,10.0
519,Missouri,MO,2004,GEORGE W. BUSH,REPUBLICAN,1455713,10.0
520,Missouri,MO,2004,JOHN KERRY,DEMOCRAT,1259171,10.0
521,Missouri,MO,2004,OTHER,OTHER,16480,10.0
522,Missouri,MO,2008,BARACK OBAMA,DEMOCRAT,1441911,10.0
523,Missouri,MO,2008,JOHN MCCAIN,REPUBLICAN,1445814,10.0
524,Missouri,MO,2008,OTHER,OTHER,37480,10.0
525,Missouri,MO,2012,BARACK OBAMA,DEMOCRAT,1223796,10.0
526,Missouri,MO,2012,MITT ROMNEY,REPUBLICAN,1482440,10.0
527,Missouri,MO,2012,OTHER,OTHER,51076,10.0
528,Missouri,MO,2016,DONALD TRUMP,REPUBLICAN,1594511,10.0
529,Missouri,MO,2016,HILLARY CLINTON,DEMOCRAT,1071068,10.0
530,Missouri,MO,2016,OTHER,OTHER,141802,10.0
531,Missouri,MO,2020,DONALD J TRUMP,REPUBLICAN,1718736,10.0
532,Missouri,MO,2020,JO JORGENSEN,LIBERTARIAN,41205,10.0
533,Missouri,MO,2020,JOSEPH R BIDEN JR,DEMOCRAT,1253014,10.0
534,Missouri,MO,2020,OTHER,GREEN,8947,10.0
535,Missouri,MO,2020,OTHER,OTHER,4060,10.0
536,Montana,MT,2000,AL GORE,DEMOCRAT,137126,3.0
537,Montana,MT,2000,GEORGE W. BUSH,REPUBLICAN,240178,3.0
538,Montana,MT,2000,OTHER,OTHER,9245,3.0
539,Montana,MT,2000,RALPH NADER,GREEN,24437,3.0
540,Montana,MT,2004,GEORGE W. BUSH,REPUBLICAN,266063,3.0
541,Montana,MT,2004,JOHN KERRY,DEMOCRAT,173710,3.0
542,Montana,MT,2004,OTHER,OTHER,10661,3.0
543,Montana,MT,2008,BARACK OBAMA,DEMOCRAT,232156,3.0
544,Montana,MT,2008,JOHN MCCAIN,REPUBLICAN,243860,3.0
545,Montana,MT,2008,OTHER,OTHER,20056,3.0
546,Montana,MT,2012,BARACK OBAMA,DEMOCRAT,201839,3.0
547,Montana,MT,2012,MITT ROMNEY,REPUBLICAN,267928,3.0
548,Montana,MT,2012,OTHER,OTHER,14165,3.0
549,Montana,MT,2016,DONALD TRUMP,REPUBLICAN,279240,3.0
550,Montana,MT,2016,HILLARY CLINTON,DEMOCRAT,177709,3.0
551,Montana,MT,2016,OTHER,OTHER,40198,3.0
552,Montana,MT,2020,DONALD J TRUMP,REPUBLICAN,343602,3.0
553,Montana,MT,2020,JO JORGENSEN,LIBERTARIAN,15252,3.0
554,Montana,MT,2020,JOSEPH R BIDEN JR,DEMOCRAT,244786,3.0
555,Nebraska,NE,2000,AL GORE,DEMOCRAT,231780,5.0
556,Nebraska,NE,2000,GEORGE W. BUSH,REPUBLICAN,433862,5.0
557,Nebraska,NE,2000,OTHER,OTHER,6837,5.0
558,Nebraska,NE,2000,RALPH NADER,GREEN,24540,5.0
559,Nebraska,NE,2004,GEORGE W. BUSH,REPUBLICAN,512814,5.0
560,Nebraska,NE,2004,JOHN KERRY,DEMOCRAT,254328,5.0
561,Nebraska,NE,2004,OTHER,OTHER,11044,5.0
562,Nebraska,NE,2008,BARACK OBAMA,DEMOCRAT,333319,5.0
563,Nebraska,NE,2008,JOHN MCCAIN,REPUBLICAN,452979,5.0
564,Nebraska,NE,2008,OTHER,OTHER,14983,5.0
565,Nebraska,NE,2012,BARACK OBAMA,DEMOCRAT,302081,5.0
566,Nebraska,NE,2012,MITT ROMNEY,REPUBLICAN,475064,5.0
567,Nebraska,NE,2012,OTHER,OTHER,17234,5.0
568,Nebraska,NE,2016,DONALD TRUMP,REPUBLICAN,495961,5.0
569,Nebraska,NE,2016,HILLARY CLINTON,DEMOCRAT,284494,5.0
570,Nebraska,NE,2016,OTHER,OTHER,63772,5.0
571,Nebraska,NE,2020,DONALD J TRUMP,REPUBLICAN,556846,5.0
572,Nebraska,NE,2020,JO JORGENSEN,LIBERTARIAN,20283,5.0
573,Nebraska,NE,2020,JOSEPH R BIDEN JR,DEMOCRAT,374583,5.0
574,Nevada,NV,2000,AL GORE,DEMOCRAT,279978,6.0
575,Nevada,NV,2000,GEORGE W. BUSH,REPUBLICAN,301575,6.0
576,Nevada,NV,2000,OTHER,OTHER,12409,6.0
577,Nevada,NV,2000,RALPH NADER,GREEN,15008,6.0
578,Nevada,NV,2004,GEORGE W. BUSH,REPUBLICAN,418690,6.0
579,Nevada,NV,2004,JOHN KERRY,DEMOCRAT,397190,6.0
580,Nevada,NV,2004,OTHER,OTHER,13707,6.0
581,Nevada,NV,2008,BARACK OBAMA,DEMOCRAT,533736,6.0
582,Nevada,NV,2008,JOHN MCCAIN,REPUBLICAN,412827,6.0
583,Nevada,NV,2008,OTHER,OTHER,21285,6.0
584,Nevada,NV,2012,BARACK OBAMA,DEMOCRAT,531373,6.0
585,Nevada,NV,2012,MITT ROMNEY,REPUBLICAN,463567,6.0
586,Nevada,NV,2012,OTHER,OTHER,19978,6.0
587,Nevada,NV,2016,DONALD TRUMP,REPUBLICAN,512058,6.0
588,Nevada,NV,2016,HILLARY CLINTON,DEMOCRAT,539260,6.0
589,Nevada,NV,2016,OTHER,OTHER,74067,6.0
590,Nevada,NV,2020,DONALD J TRUMP,REPUBLICAN,669608,6.0
591,Nevada,NV,2020,JO JORGENSEN,LIBERTARIAN,14774,6.0
592,Nevada,NV,2020,JOSEPH R BIDEN JR,DEMOCRAT,703314,6.0
593,Nevada,NV,2020,OTHER,OTHER,17215,6.0
594,New Hampshire,NH,2000,AL GORE,DEMOCRAT,266348,4.0
595,New Hampshire,NH,2000,GEORGE W. BUSH,REPUBLICAN,273559,4.0
596,New Hampshire,NH,2000,OTHER,OTHER,6976,4.0
597,New Hampshire,NH,2000,RALPH NADER,GREEN,22198,4.0
598,New Hampshire,NH,2004,GEORGE W. BUSH,REPUBLICAN,331237,4.0
599,New Hampshire,NH,2004,JOHN KERRY,DEMOCRAT,340511,4.0
600,New Hampshire,NH,2004,OTHER,OTHER,5914,4.0
601,New Hampshire,NH,2008,BARACK OBAMA,DEMOCRAT,384826,4.0
602,New Hampshire,NH,2008,JOHN MCCAIN,REPUBLICAN,316534,4.0
603,New Hampshire,NH,2008,OTHER,OTHER,9610,4.0
604,New Hampshire,NH,2012,BARACK OBAMA,DEMOCRAT,369561,4.0
605,New Hampshire,NH,2012,MITT ROMNEY,REPUBLICAN,329918,4.0
606,New Hampshire,NH,2012,OTHER,OTHER,11452,4.0
607,New Hampshire,NH,2016,DONALD TRUMP,REPUBLICAN,345790,4.0
608,New Hampshire,NH,2016,HILLARY CLINTON,DEMOCRAT,348526,4.0
609,New Hampshire,NH,2016,OTHER,OTHER,49980,4.0
610,New Hampshire,NH,2020,DONALD J TRUMP,REPUBLICAN,365660,4.0
611,New Hampshire,NH,2020,JO JORGENSEN,LIBERTARIAN,13236,4.0
612,New Hampshire,NH,2020,JOSEPH R BIDEN JR,DEMOCRAT,424937,4.0
613,New Jersey,NJ,2000,AL GORE,DEMOCRAT,1788850,14.0
614,New Jersey,NJ,2000,GEORGE W. BUSH,REPUBLICAN,1284173,14.0
615,New Jersey,NJ,2000,OTHER,OTHER,19649,14.0
616,New Jersey,NJ,2000,RALPH NADER,GREEN,94554,14.0
617,New Jersey,NJ,2004,GEORGE W. BUSH,REPUBLICAN,1668003,14.0
618,New Jersey,NJ,2004,JOHN KERRY,DEMOCRAT,1911430,14.0
619,New Jersey,NJ,2004,OTHER,OTHER,30258,14.0
620,New Jersey,NJ,2008,BARACK OBAMA,DEMOCRAT,2215422,14.0
621,New Jersey,NJ,2008,JOHN MCCAIN,REPUBLICAN,1613207,14.0
622,New Jersey,NJ,2008,OTHER,OTHER,9869,14.0
623,New Jersey,NJ,2012,BARACK OBAMA,DEMOCRAT,2125101,14.0
624,New Jersey,NJ,2012,MITT ROMNEY,REPUBLICAN,1477568,14.0
625,New Jersey,NJ,2012,OTHER,OTHER,37623,14.0
626,New Jersey,NJ,2016,DONALD TRUMP,REPUBLICAN,1601933,14.0
627,New Jersey,NJ,2016,HILLARY CLINTON,DEMOCRAT,2148278,14.0
628,New Jersey,NJ,2016,OTHER,OTHER,123835,14.0
629,New Jersey,NJ,2020,DONALD J TRUMP,REPUBLICAN,1883274,14.0
630,New Jersey,NJ,2020,JO JORGENSEN,LIBERTARIAN,31677,14.0
631,New Jersey,NJ,2020,JOSEPH R BIDEN JR,DEMOCRAT,2608335,14.0
632,New Jersey,NJ,2020,OTHER,GREEN,14202,14.0
633,New Jersey,NJ,2020,OTHER,OTHER,11865,14.0
634,New Mexico,NM,2000,AL GORE,DEMOCRAT,286783,5.0
635,New Mexico,NM,2000,GEORGE W. BUSH,REPUBLICAN,286417,5.0
636,New Mexico,NM,2000,OTHER,OTHER,4154,5.0
637,New Mexico,NM,2000,RALPH NADER,GREEN,21251,5.0
638,New Mexico,NM,2004,GEORGE W. BUSH,REPUBLICAN,376930,5.0
639,New Mexico,NM,2004,JOHN KERRY,DEMOCRAT,370942,5.0
640,New Mexico,NM,2004,OTHER,OTHER,8432,5.0
641,New Mexico,NM,2008,BARACK OBAMA,DEMOCRAT,472422,5.0
642,New Mexico,NM,2008,JOHN MCCAIN,REPUBLICAN,346832,5.0
643,New Mexico,NM,2008,OTHER,OTHER,10904,5.0
644,New Mexico,NM,2012,BARACK OBAMA,DEMOCRAT,415335,5.0
645,New Mexico,NM,2012,MITT ROMNEY,REPUBLICAN,335788,5.0
646,New Mexico,NM,2012,OTHER,OTHER,32635,5.0
647,New Mexico,NM,2016,DONALD TRUMP,REPUBLICAN,319667,5.0
648,New Mexico,NM,2016,HILLARY CLINTON,DEMOCRAT,385234,5.0
649,New Mexico,NM,2016,OTHER,OTHER,93418,5.0
650,New Mexico,NM,2020,DONALD J TRUMP,REPUBLICAN,401894,5.0
651,New Mexico,NM,2020,JO JORGENSEN,LIBERTARIAN,12585,5.0
652,New Mexico,NM,2020,JOSEPH R BIDEN JR,DEMOCRAT,501614,5.0
653,New Mexico,NM,2020,OTHER,GREEN,4426,5.0
654,New Mexico,NM,2020,OTHER,OTHER,3446,5.0
655,New York,NY,2000,AL GORE,DEMOCRAT,4107697,29.0
656,New York,NY,2000,GEORGE W. BUSH,REPUBLICAN,2403374,29.0
657,New York,NY,2000,OTHER,OTHER,66898,29.0
658,New York,NY,2000,RALPH NADER,GREEN,244030,29.0
659,New York,NY,2004,GEORGE W. BUSH,REPUBLICAN,2806993,29.0
660,New York,NY,2004,JOHN KERRY,DEMOCRAT,4180755,29.0
661,New York,NY,2004,OTHER,OTHER,403288,29.0
662,New York,NY,2008,BARACK OBAMA,DEMOCRAT,4769700,29.0
663,New York,NY,2008,JOHN MCCAIN,REPUBLICAN,2742298,29.0
664,New York,NY,2008,OTHER,OTHER,79235,29.0
665,New York,NY,2012,BARACK OBAMA,DEMOCRAT,4324228,29.0
666,New York,NY,2012,MITT ROMNEY,REPUBLICAN,2223397,29.0
667,New York,NY,2012,OTHER,OTHER,514300,29.0
668,New York,NY,2016,DONALD TRUMP,REPUBLICAN,2814589,29.0
669,New York,NY,2016,HILLARY CLINTON,DEMOCRAT,4547562,29.0
670,New York,NY,2016,OTHER,OTHER,345212,29.0
671,New York,NY,2020,DONALD J TRUMP,REPUBLICAN,3244798,29.0
672,New York,NY,2020,JO JORGENSEN,LIBERTARIAN,60234,29.0
673,New York,NY,2020,JOSEPH R BIDEN JR,DEMOCRAT,5230985,29.0
674,New York,NY,2020,OTHER,GREEN,32753,29.0
675,New York,NY,2020,OTHER,OTHER,92965,29.0
676,North Carolina,NC,2000,AL GORE,DEMOCRAT,1257692,15.0
677,North Carolina,NC,2000,GEORGE W. BUSH,REPUBLICAN,1631163,15.0
678,North Carolina,NC,2000,OTHER,OTHER,22407,15.0
679,North Carolina,NC,2000,RALPH NADER,GREEN,0,15.0
680,North Carolina,NC,2004,GEORGE W. BUSH,REPUBLICAN,1961166,15.0
681,North Carolina,NC,2004,JOHN KERRY,DEMOCRAT,1525849,15.0
682,North Carolina,NC,2004,OTHER,OTHER,13992,15.0
683,North Carolina,NC,2008,BARACK OBAMA,DEMOCRAT,2142651,15.0
684,North Carolina,NC,2008,JOHN MCCAIN,REPUBLICAN,2128474,15.0
685,North Carolina,NC,2008,OTHER,OTHER,39664,15.0
686,North Carolina,NC,2012,BARACK OBAMA,DEMOCRAT,2178391,15.0
687,North Carolina,NC,2012,MITT ROMNEY,REPUBLICAN,2270395,15.0
688,North Carolina,NC,2012,OTHER,OTHER,56586,15.0
689,North Carolina,NC,2016,DONALD TRUMP,REPUBLICAN,2362631,15.0
690,North Carolina,NC,2016,HILLARY CLINTON,DEMOCRAT,2189316,15.0
691,North Carolina,NC,2016,OTHER,OTHER,189617,15.0
692,North Carolina,NC,2020,DONALD J TRUMP,REPUBLICAN,2758773,15.0
693,North Carolina,NC,2020,JO JORGENSEN,LIBERTARIAN,48678,15.0
694,North Carolina,NC,2020,JOSEPH R BIDEN JR,DEMOCRAT,2684292,15.0
695,North Carolina,NC,2020,OTHER,GREEN,12195,15.0
