,state,state_po,year,candidate,party,candidatevotes,Electoral_College_Votes
696,North Carolina,NC,2020,OTHER,OTHER,20864,15.0
697,North Dakota,ND,2000,AL GORE,DEMOCRAT,95284,3.0
698,North Dakota,ND,2000,GEORGE W. BUSH,REPUBLICAN,174852,3.0
699,North Dakota,ND,2000,OTHER,OTHER,8634,3.0
700,North Dakota,ND,2000,RALPH NADER,GREEN,9497,3.0
701,North Dakota,ND,2004,GEORGE W. BUSH,REPUBLICAN,196651,3.0
702,North Dakota,ND,2004,JOHN KERRY,DEMOCRAT,111052,3.0
703,North Dakota,ND,2004,OTHER,OTHER,5130,3.0
704,North Dakota,ND,2008,BARACK OBAMA,DEMOCRAT,141278,3.0
705,North Dakota,ND,2008,JOHN MCCAIN,REPUBLICAN,168601,3.0
706,North Dakota,ND,2008,OTHER,OTHER,6742,3.0
707,North Dakota,ND,2012,BARACK OBAMA,DEMOCRAT,124966,3.0
708,North Dakota,ND,2012,MITT ROMNEY,REPUBLICAN,188320,3.0
709,North Dakota,ND,2012,OTHER,OTHER,9646,3.0
710,North Dakota,ND,2016,DONALD TRUMP,REPUBLICAN,216794,3.0
711,North Dakota,ND,2016,HILLARY CLINTON,DEMOCRAT,93758,3.0
712,North Dakota,ND,2016,OTHER,OTHER,33808,3.0
713,North Dakota,ND,2020,DONALD J TRUMP,REPUBLICAN,235595,3.0
714,North Dakota,ND,2020,JO JORGENSEN,LIBERTARIAN,9393,3.0
715,North Dakota,ND,2020,JOSEPH R BIDEN JR,DEMOCRAT,114902,3.0
716,North Dakota,ND,2020,OTHER,OTHER,1929,3.0
717,Ohio,OH,2000,AL GORE,DEMOCRAT,2186190,18.0
718,Ohio,OH,2000,GEORGE W. BUSH,REPUBLICAN,2351209,18.0
719,Ohio,OH,2000,OTHER,OTHER,50201,18.0
720,Ohio,OH,2000,RALPH NADER,GREEN,117857,18.0
721,Ohio,OH,2004,GEORGE W. BUSH,REPUBLICAN,2858727,18.0
722,Ohio,OH,2004,JOHN KERRY,DEMOCRAT,2739952,18.0
723,Ohio,OH,2004,OTHER,OTHER,26952,18.0
724,Ohio,OH,2008,BARACK OBAMA,DEMOCRAT,2933388,18.0
725,Ohio,OH,2008,JOHN MCCAIN,REPUBLICAN,2674491,18.0
726,Ohio,OH,2008,OTHER,OTHER,90169,18.0
727,Ohio,OH,2012,BARACK OBAMA,DEMOCRAT,2827621,18.0
728,Ohio,OH,2012,MITT ROMNEY,REPUBLICAN,2661407,18.0
729,Ohio,OH,2012,OTHER,OTHER,91794,18.0
730,Ohio,OH,2016,DONALD TRUMP,REPUBLICAN,2841005,18.0
731,Ohio,OH,2016,HILLARY CLINTON,DEMOCRAT,2394164,18.0
732,Ohio,OH,2016,OTHER,OTHER,261318,18.0
733,Ohio,OH,2020,DONALD J TRUMP,REPUBLICAN,3154834,18.0
734,Ohio,OH,2020,JO JORGENSEN,LIBERTARIAN,67569,18.0
735,Ohio,OH,2020,JOSEPH R BIDEN JR,DEMOCRAT,2679165,18.0
736,Ohio,OH,2020,OTHER,OTHER,20634,18.0
737,Oklahoma,OK,2000,AL GORE,DEMOCRAT,474276,7.0
738,Oklahoma,OK,2000,GEORGE W. BUSH,REPUBLICAN,744337,7.0
739,Oklahoma,OK,2000,OTHER,OTHER,15616,7.0
740,Oklahoma,OK,2000,RALPH NADER,GREEN,0,7.0
741,Oklahoma,OK,2004,GEORGE W. BUSH,REPUBLICAN,959792,7.0
742,Oklahoma,OK,2004,JOHN KERRY,DEMOCRAT,503966,7.0
743,Oklahoma,OK,2004,OTHER,OTHER,0,7.0
744,Oklahoma,OK,2008,BARACK OBAMA,DEMOCRAT,502496,7.0
745,Oklahoma,OK,2008,JOHN MCCAIN,REPUBLICAN,960165,7.0
746,Oklahoma,OK,2008,OTHER,OTHER,0,7.0
747,Oklahoma,OK,2012,BARACK OBAMA,DEMOCRAT,443547,7.0
748,Oklahoma,OK,2012,MITT ROMNEY,REPUBLICAN,891325,7.0
749,Oklahoma,OK,2012,OTHER,OTHER,0,7.0
750,Oklahoma,OK,2016,DONALD TRUMP,REPUBLICAN,949136,7.0
751,Oklahoma,OK,2016,HILLARY CLINTON,DEMOCRAT,420375,7.0
752,Oklahoma,OK,2016,OTHER,OTHER,83481,7.0
753,Oklahoma,OK,2020,DONALD J TRUMP,REPUBLICAN,1020280,7.0
754,Oklahoma,OK,2020,JO JORGENSEN,LIBERTARIAN,24731,7.0
755,Oklahoma,OK,2020,JOSEPH R BIDEN JR,DEMOCRAT,503890,7.0
756,Oklahoma,OK,2020,OTHER,OTHER,11798,7.0
757,Oregon,OR,2000,AL GORE,DEMOCRAT,720342,7.0
758,Oregon,OR,2000,GEORGE W. BUSH,REPUBLICAN,713577,7.0
759,Oregon,OR,2000,OTHER,OTHER,22692,7.0
760,Oregon,OR,2000,RALPH NADER,GREEN,77357,7.0
761,Oregon,OR,2004,GEORGE W. BUSH,REPUBLICAN,866831,7.0
762,Oregon,OR,2004,JOHN KERRY,DEMOCRAT,943163,7.0
763,Oregon,OR,2004,OTHER,OTHER,26788,7.0
764,Oregon,OR,2008,BARACK OBAMA,DEMOCRAT,1037291,7.0
765,Oregon,OR,2008,JOHN MCCAIN,REPUBLICAN,738475,7.0
766,Oregon,OR,2008,OTHER,OTHER,52098,7.0
767,Oregon,OR,2012,BARACK OBAMA,DEMOCRAT,970488,7.0
768,Oregon,OR,2012,MITT ROMNEY,REPUBLICAN,754175,7.0
769,Oregon,OR,2012,OTHER,OTHER,64607,7.0
770,Oregon,OR,2016,DONALD TRUMP,REPUBLICAN,782403,7.0
771,Oregon,OR,2016,HILLARY CLINTON,DEMOCRAT,1002106,7.0
772,Oregon,OR,2016,OTHER,OTHER,216827,7.0
773,Oregon,OR,2020,DONALD J TRUMP,REPUBLICAN,958448,7.0
774,Oregon,OR,2020,JO JORGENSEN,LIBERTARIAN,41582,7.0
775,Oregon,OR,2020,JOSEPH R BIDEN JR,DEMOCRAT,1340383,7.0
776,Oregon,OR,2020,OTHER,GREEN,11831,7.0
777,Oregon,OR,2020,OTHER,OTHER,22077,7.0
778,Pennsylvania,PA,2000,AL GORE,DEMOCRAT,2485967,20.0
779,Pennsylvania,PA,2000,GEORGE W. BUSH,REPUBLICAN,2281127,20.0
780,Pennsylvania,PA,2000,OTHER,OTHER,41699,20.0
781,Pennsylvania,PA,2000,RALPH NADER,GREEN,103392,20.0
782,Pennsylvania,PA,2004,GEORGE W. BUSH,REPUBLICAN,2793847,20.0
783,Pennsylvania,PA,2004,JOHN KERRY,DEMOCRAT,2938095,20.0
784,Pennsylvania,PA,2004,OTHER,OTHER,33822,20.0
785,Pennsylvania,PA,2008,BARACK OBAMA,DEMOCRAT,3266523,20.0
786,Pennsylvania,PA,2008,JOHN MCCAIN,REPUBLICAN,2649934,20.0
787,Pennsylvania,PA,2008,OTHER,OTHER,61524,20.0
788,Pennsylvania,PA,2012,BARACK OBAMA,DEMOCRAT,2990274,20.0
789,Pennsylvania,PA,2012,MITT ROMNEY,REPUBLICAN,2680434,20.0
790,Pennsylvania,PA,2012,OTHER,OTHER,71332,20.0
791,Pennsylvania,PA,2016,DONALD TRUMP,REPUBLICAN,2970733,20.0
792,Pennsylvania,PA,2016,HILLARY CLINTON,DEMOCRAT,2926441,20.0
793,Pennsylvania,PA,2016,OTHER,OTHER,218228,20.0
794,Pennsylvania,PA,2020,DONALD J TRUMP,REPUBLICAN,3377674,20.0
795,Pennsylvania,PA,2020,JO JORGENSEN,LIBERTARIAN,79380,20.0
796,Pennsylvania,PA,2020,JOSEPH R BIDEN JR,DEMOCRAT,3458229,20.0
797,Rhode Island,RI,2000,AL GORE,DEMOCRAT,249508,4.0
798,Rhode Island,RI,2000,GEORGE W. BUSH,REPUBLICAN,130555,4.0
799,Rhode Island,RI,2000,OTHER,OTHER,3997,4.0
800,Rhode Island,RI,2000,RALPH NADER,GREEN,25052,4.0
801,Rhode Island,RI,2004,GEORGE W. BUSH,REPUBLICAN,169046,4.0
802,Rhode Island,RI,2004,JOHN KERRY,DEMOCRAT,259760,4.0
803,Rhode Island,RI,2004,OTHER,OTHER,7483,4.0
804,Rhode Island,RI,2008,BARACK OBAMA,DEMOCRAT,296571,4.0
805,Rhode Island,RI,2008,JOHN MCCAIN,REPUBLICAN,165391,4.0
806,Rhode Island,RI,2008,OTHER,OTHER,9804,4.0
807,Rhode Island,RI,2012,BARACK OBAMA,DEMOCRAT,279677,4.0
808,Rhode Island,RI,2012,MITT ROMNEY,REPUBLICAN,157204,4.0
809,Rhode Island,RI,2012,OTHER,OTHER,9171,4.0
810,Rhode Island,RI,2016,DONALD TRUMP,REPUBLICAN,180543,4.0
811,Rhode Island,RI,2016,HILLARY CLINTON,DEMOCRAT,252525,4.0
812,Rhode Island,RI,2016,OTHER,OTHER,31076,4.0
813,Rhode Island,RI,2020,DONALD J TRUMP,REPUBLICAN,199922,4.0
814,Rhode Island,RI,2020,JO JORGENSEN,LIBERTARIAN,5053,4.0
815,Rhode Island,RI,2020,JOSEPH R BIDEN JR,DEMOCRAT,307486,4.0
816,Rhode Island,RI,2020,OTHER,OTHER,5296,4.0
817,South Carolina,SC,2000,AL GORE,DEMOCRAT,566039,9.0
818,South Carolina,SC,2000,GEORGE W. BUSH,REPUBLICAN,786426,9.0
819,South Carolina,SC,2000,OTHER,OTHER,11033,9.0
820,South Carolina,SC,2000,RALPH NADER,GREEN,20279,9.0
821,South Carolina,SC,2004,GEORGE W. BUSH,REPUBLICAN,937974,9.0
822,South Carolina,SC,2004,JOHN KERRY,DEMOCRAT,661699,9.0
823,South Carolina,SC,2004,OTHER,OTHER,18057,9.0
824,South Carolina,SC,2008,BARACK OBAMA,DEMOCRAT,862449,9.0
825,South Carolina,SC,2008,JOHN MCCAIN,REPUBLICAN,1034896,9.0
826,South Carolina,SC,2008,OTHER,OTHER,23624,9.0
827,South Carolina,SC,2012,BARACK OBAMA,DEMOCRAT,865941,9.0
828,South Carolina,SC,2012,MITT ROMNEY,REPUBLICAN,1071645,9.0
829,South Carolina,SC,2012,OTHER,OTHER,26532,9.0
830,South Carolina,SC,2016,DONALD TRUMP,REPUBLICAN,1155389,9.0
831,South Carolina,SC,2016,HILLARY CLINTON,DEMOCRAT,855373,9.0
832,South Carolina,SC,2016,OTHER,OTHER,92265,9.0
833,South Carolina,SC,2020,DONALD J TRUMP,REPUBLICAN,1385103,9.0
834,South Carolina,SC,2020,JO JORGENSEN,LIBERTARIAN,27916,9.0
835,South Carolina,SC,2020,JOSEPH R BIDEN JR,DEMOCRAT,1091541,9.0
836,South Carolina,SC,2020,OTHER,GREEN,6907,9.0
837,South Carolina,SC,2020,OTHER,OTHER,1862,9.0
838,South Dakota,SD,2000,AL GORE,DEMOCRAT,118804,3.0
839,South Dakota,SD,2000,GEORGE W. BUSH,REPUBLICAN,190700,3.0
840,South Dakota,SD,2000,OTHER,OTHER,6765,3.0
841,South Dakota,SD,2000,RALPH NADER,GREEN,0,3.0
842,South Dakota,SD,2004,GEORGE W. BUSH,REPUBLICAN,232584,3.0
843,South Dakota,SD,2004,JOHN KERRY,DEMOCRAT,149244,3.0
844,South Dakota,SD,2004,OTHER,OTHER,6387,3.0
845,South Dakota,SD,2008,BARACK OBAMA,DEMOCRAT,170924,3.0
846,South Dakota,SD,2008,JOHN MCCAIN,REPUBLICAN,203054,3.0
847,South Dakota,SD,2008,OTHER,OTHER,3730,3.0
848,South Dakota,SD,2012,BARACK OBAMA,DEMOCRAT,145039,3.0
849,South Dakota,SD,2012,MITT ROMNEY,REPUBLICAN,210610,3.0
850,South Dakota,SD,2012,OTHER,OTHER,8166,3.0
851,South Dakota,SD,2016,DONALD TRUMP,REPUBLICAN,227721,3.0
852,South Dakota,SD,2016,HILLARY CLINTON,DEMOCRAT,117458,3.0
853,South Dakota,SD,2016,OTHER,OTHER,24914,3.0
854,South Dakota,SD,2020,DONALD J TRUMP,REPUBLICAN,261043,3.0
855,South Dakota,SD,2020,JO JORGENSEN,LIBERTARIAN,11095,3.0
856,South Dakota,SD,2020,JOSEPH R BIDEN JR,DEMOCRAT,150471,3.0
857,Tennessee,TN,2000,AL GORE,DEMOCRAT,981720,11.0
858,Tennessee,TN,2000,GEORGE W. BUSH,REPUBLICAN,1061949,11.0
859,Tennessee,TN,2000,OTHER,OTHER,12731,11.0
860,Tennessee,TN,2000,RALPH NADER,GREEN,19781,11.0
861,Tennessee,TN,2004,GEORGE W. BUSH,REPUBLICAN,1381225,11.0
862,Tennessee,TN,2004,JOHN KERRY,DEMOCRAT,1032910,11.0
863,Tennessee,TN,2004,OTHER,OTHER,16359,11.0
864,Tennessee,TN,2008,BARACK OBAMA,DEMOCRAT,1087437,11.0
865,Tennessee,TN,2008,JOHN MCCAIN,REPUBLICAN,1479178,11.0
866,Tennessee,TN,2008,OTHER,OTHER,33509,11.0
867,Tennessee,TN,2012,BARACK OBAMA,DEMOCRAT,960709,11.0
868,Tennessee,TN,2012,MITT ROMNEY,REPUBLICAN,1462330,11.0
869,Tennessee,TN,2012,OTHER,OTHER,35538,11.0
870,Tennessee,TN,2016,DONALD TRUMP,REPUBLICAN,1522925,11.0
871,Tennessee,TN,2016,HILLARY CLINTON,DEMOCRAT,870695,11.0
872,Tennessee,TN,2016,OTHER,OTHER,114407,11.0
873,Tennessee,TN,2020,DONALD J TRUMP,REPUBLICAN,1852475,11.0
874,Tennessee,TN,2020,JOSEPH R BIDEN JR,DEMOCRAT,1143711,11.0
875,Tennessee,TN,2020,OTHER,OTHER,57665,11.0
876,Texas,TX,2000,AL GORE,DEMOCRAT,2433746,38.0
877,Texas,TX,2000,GEORGE W. BUSH,REPUBLICAN,3799639,38.0
878,Texas,TX,2000,OTHER,OTHER,36258,38.0
879,Texas,TX,2000,RALPH NADER,GREEN,137994,38.0
880,Texas,TX,2004,GEORGE W. BUSH,REPUBLICAN,4526917,38.0
881,Texas,TX,2004,JOHN KERRY,DEMOCRAT,2832704,38.0
882,Texas,TX,2004,OTHER,OTHER,51128,38.0
883,Texas,TX,2008,BARACK OBAMA,DEMOCRAT,3528633,38.0
884,Texas,TX,2008,JOHN MCCAIN,REPUBLICAN,4479328,38.0
885,Texas,TX,2008,OTHER,OTHER,69834,38.0
886,Texas,TX,2012,BARACK OBAMA,DEMOCRAT,3308124,38.0
887,Texas,TX,2012,MITT ROMNEY,REPUBLICAN,4569843,38.0
888,Texas,TX,2012,OTHER,OTHER,115884,38.0
889,Texas,TX,2016,DONALD TRUMP,REPUBLICAN,4685047,38.0
890,Texas,TX,2016,HILLARY CLINTON,DEMOCRAT,3877868,38.0
891,Texas,TX,2016,OTHER,OTHER,406311,38.0
892,Texas,TX,2020,DONALD J TRUMP,REPUBLICAN,5890347,38.0
893,Texas,TX,2020,JO JORGENSEN,LIBERTARIAN,126243,38.0
894,Texas,TX,2020,JOSEPH R BIDEN JR,DEMOCRAT,5259126,38.0
895,Texas,TX,2020,OTHER,GREEN,33396,38.0
896,Texas,TX,2020,OTHER,OTHER,5944,38.0
897,Utah,UT,2000,AL GORE,DEMOCRAT,203053,6.0
898,Utah,UT,2000,GEORGE W. BUSH,REPUBLICAN,515096,6.0
899,Utah,UT,2000,OTHER,OTHER,16755,6.0
900,Utah,UT,2000,RALPH NADER,GREEN,35850,6.0
901,Utah,UT,2004,GEORGE W. BUSH,REPUBLICAN,663742,6.0
902,Utah,UT,2004,JOHN KERRY,DEMOCRAT,241199,6.0
903,Utah,UT,2004,OTHER,OTHER,22903,6.0
904,Utah,UT,2008,BARACK OBAMA,DEMOCRAT,327670,6.0
905,Utah,UT,2008,JOHN MCCAIN,REPUBLICAN,596030,6.0
906,Utah,UT,2008,OTHER,OTHER,28670,6.0
907,Utah,UT,2012,BARACK OBAMA,DEMOCRAT,251813,6.0
908,Utah,UT,2012,MITT ROMNEY,REPUBLICAN,740600,6.0
909,Utah,UT,2012,OTHER,OTHER,25027,6.0
910,Utah,UT,2016,DONALD TRUMP,REPUBLICAN,515231,6.0
911,Utah,UT,2016,HILLARY CLINTON,DEMOCRAT,310676,6.0
912,Utah,UT,2016,OTHER,OTHER,305523,6.0
913,Utah,UT,2020,DONALD J TRUMP,REPUBLICAN,865139,6.0
914,Utah,UT,2020,JO JORGENSEN,LIBERTARIAN,38447,6.0
915,Utah,UT,2020,JOSEPH R BIDEN JR,DEMOCRAT,560282,6.0
916,Utah,UT,2020,OTHER,GREEN,5053,6.0
917,Utah,UT,2020,OTHER,OTHER,26433,6.0
918,Vermont,VT,2000,AL GORE,DEMOCRAT,149022,3.0
919,Vermont,VT,2000,GEORGE W. BUSH,REPUBLICAN,119775,3.0
920,Vermont,VT,2000,OTHER,OTHER,5137,3.0
921,Vermont,VT,2000,RALPH NADER,GREEN,20374,3.0
922,Vermont,VT,2004,GEORGE W. BUSH,REPUBLICAN,121180,3.0
923,Vermont,VT,2004,JOHN KERRY,DEMOCRAT,184067,3.0
924,Vermont,VT,2004,OTHER,OTHER,7062,3.0
925,Vermont,VT,2008,BARACK OBAMA,DEMOCRAT,219262,3.0
926,Vermont,VT,2008,JOHN MCCAIN,REPUBLICAN,98974,3.0
927,Vermont,VT,2008,OTHER,OTHER,6810,3.0
928,Vermont,VT,2012,BARACK OBAMA,DEMOCRAT,199239,3.0
929,Vermont,VT,2012,MITT ROMNEY,REPUBLICAN,92698,3.0
930,Vermont,VT,2012,OTHER,OTHER,7353,3.0
931,Vermont,VT,2016,DONALD TRUMP,REPUBLICAN,95369,3.0
932,Vermont,VT,2016,HILLARY CLINTON,DEMOCRAT,178573,3.0
933,Vermont,VT,2016,OTHER,OTHER,41135,3.0
934,Vermont,VT,2020,DONALD J TRUMP,REPUBLICAN,112708,3.0
935,Vermont,VT,2020,JO JORGENSEN,LIBERTARIAN,3608,3.0
936,Vermont,VT,2020,JOSEPH R BIDEN JR,DEMOCRAT,242826,3.0
937,Vermont,VT,2020,OTHER,GREEN,1310,3.0
938,Vermont,VT,2020,OTHER,OTHER,10374,3.0
939,Virginia,VA,2000,AL GORE,DEMOCRAT,1216422,13.0
940,Virginia,VA,2000,GEORGE W. BUSH,REPUBLICAN,1436877,13.0
941,Virginia,VA,2000,OTHER,OTHER,25243,13.0
942,Virginia,VA,2000,RALPH NADER,GREEN,59373,13.0
943,Virginia,VA,2004,GEORGE W. BUSH,REPUBLICAN,1716959,13.0
944,Virginia,VA,2004,JOHN KERRY,DEMOCRAT,1454742,13.0
945,Virginia,VA,2004,OTHER,OTHER,26666,13.0
946,Virginia,VA,2008,BARACK OBAMA,DEMOCRAT,1959532,13.0
947,Virginia,VA,2008,JOHN MCCAIN,REPUBLICAN,1725005,13.0
948,Virginia,VA,2008,OTHER,OTHER,38723,13.0
949,Virginia,VA,2012,BARACK OBAMA,DEMOCRAT,1971820,13.0
950,Virginia,VA,2012,MITT ROMNEY,REPUBLICAN,1822522,13.0
951,Virginia,VA,2012,OTHER,OTHER,60147,13.0
952,Virginia,VA,2016,DONALD TRUMP,REPUBLICAN,1769443,13.0
953,Virginia,VA,2016,HILLARY CLINTON,DEMOCRAT,1981473,13.0
954,Virginia,VA,2016,OTHER,OTHER,233715,13.0
955,Virginia,VA,2020,DONALD J TRUMP,REPUBLICAN,1962430,13.0
956,Virginia,VA,2020,JO JORGENSEN,LIBERTARIAN,64761,13.0
957,Virginia,VA,2020,JOSEPH R BIDEN JR,DEMOCRAT,2413568,13.0
958,Virginia,VA,2020,OTHER,OTHER,21841,13.0
959,Washington,WA,2000,AL GORE,DEMOCRAT,1247652,12.0
960,Washington,WA,2000,GEORGE W. BUSH,REPUBLICAN,1108864,12.0
961,Washington,WA,2000,OTHER,OTHER,28923,12.0
962,Washington,WA,2000,RALPH NADER,GREEN,103002,12.0
963,Washington,WA,2004,GEORGE W. BUSH,REPUBLICAN,1304894,12.0
964,Washington,WA,2004,JOHN KERRY,DEMOCRAT,1510201,12.0
965,Washington,WA,2004,OTHER,OTHER,43989,12.0
966,Washington,WA,2008,BARACK OBAMA,DEMOCRAT,1750848,12.0
967,Washington,WA,2008,JOHN MCCAIN,REPUBLICAN,1229216,12.0
968,Washington,WA,2008,OTHER,OTHER,56814,12.0
969,Washington,WA,2012,BARACK OBAMA,DEMOCRAT,1755396,12.0
970,Washington,WA,2012,MITT ROMNEY,REPUBLICAN,1290670,12.0
971,Washington,WA,2012,OTHER,OTHER,79450,12.0
972,Washington,WA,2016,DONALD TRUMP,REPUBLICAN,1221747,12.0
973,Washington,WA,2016,HILLARY CLINTON,DEMOCRAT,1742718,12.0
974,Washington,WA,2016,OTHER,OTHER,244749,12.0
975,Washington,WA,2020,DONALD J TRUMP,REPUBLICAN,1584651,12.0
976,Washington,WA,2020,JO JORGENSEN,LIBERTARIAN,80500,12.0
977,Washington,WA,2020,JOSEPH R BIDEN JR,DEMOCRAT,2369612,12.0
978,Washington,WA,2020,OTHER,GREEN,18289,12.0
979,Washington,WA,2020,OTHER,OTHER,34579,12.0
980,West Virginia,WV,2000,AL GORE,DEMOCRAT,295497,5.0
981,West Virginia,WV,2000,GEORGE W. BUSH,REPUBLICAN,336475,5.0
982,West Virginia,WV,2000,OTHER,OTHER,5472,5.0
983,West Virginia,WV,2000,RALPH NADER,GREEN,10680,5.0
984,West Virginia,WV,2004,GEORGE W. BUSH,REPUBLICAN,423550,5.0
985,West Virginia,WV,2004,JOHN KERRY,DEMOCRAT,326541,5.0
986,West Virginia,WV,2004,OTHER,OTHER,5568,5.0
987,West Virginia,WV,2008,BARACK OBAMA,DEMOCRAT,303857,5.0
988,West Virginia,WV,2008,JOHN MCCAIN,REPUBLICAN,397466,5.0
989,West Virginia,WV,2008,OTHER,OTHER,12128,5.0
990,West Virginia,WV,2012,BARACK OBAMA,DEMOCRAT,238269,5.0
991,West Virginia,WV,2012,MITT ROMNEY,REPUBLICAN,417655,5.0
992,West Virginia,WV,2012,OTHER,OTHER,14516,5.0
993,West Virginia,WV,2016,DONALD TRUMP,REPUBLICAN,489371,5.0
994,West Virginia,WV,2016,HILLARY CLINTON,DEMOCRAT,188794,5.0
995,West Virginia,WV,2016,OTHER,OTHER,34886,5.0
996,West Virginia,WV,2020,DONALD J TRUMP,REPUBLICAN,545382,5.0
997,West Virginia,WV,2020,JO JORGENSEN,LIBERTARIAN,10687,5.0
998,West Virginia,WV,2020,JOSEPH R BIDEN JR,DEMOCRAT,235984,5.0
999,West Virginia,WV,2020,OTHER,GREEN,2599,5.0
1000,Wisconsin,WI,2000,AL GORE,DEMOCRAT,1242987,10.0
1001,Wisconsin,WI,2000,GEORGE W. BUSH,REPUBLICAN,1237279,10.0
1002,Wisconsin,WI,2000,OTHER,OTHER,24271,10.0
1003,Wisconsin,WI,2000,RALPH NADER,GREEN,94070,10.0
1004,Wisconsin,WI,2004,GEORGE W. BUSH,REPUBLICAN,1478120,10.0
1005,Wisconsin,WI,2004,JOHN KERRY,DEMOCRAT,1489504,10.0
1006,Wisconsin,WI,2004,OTHER,OTHER,29383,10.0
1007,Wisconsin,WI,2008,BARACK OBAMA,DEMOCRAT,1677211,10.0
1008,Wisconsin,WI,2008,JOHN MCCAIN,REPUBLICAN,1262393,10.0
1009,Wisconsin,WI,2008,OTHER,OTHER,43813,10.0
1010,Wisconsin,WI,2012,BARACK OBAMA,DEMOCRAT,1620985,10.0
1011,Wisconsin,WI,2012,MITT ROMNEY,REPUBLICAN,1410966,10.0
1012,Wisconsin,WI,2012,OTHER,OTHER,39483,10.0
1013,Wisconsin,WI,2016,DONALD TRUMP,REPUBLICAN,1404440,10.0
1014,Wisconsin,WI,2016,HILLARY CLINTON,DEMOCRAT,1381823,10.0
1015,Wisconsin,WI,2016,OTHER,OTHER,189490,10.0
1016,Wisconsin,WI,2020,DONALD J TRUMP,REPUBLICAN,1610065,10.0
1017,Wisconsin,WI,2020,JO JORGENSEN,LIBERTARIAN,38491,10.0
1018,Wisconsin,WI,2020,JOSEPH R BIDEN JR,DEMOCRAT,1630673,10.0
1019,Wisconsin,WI,2020,OTHER,GREEN,1089,10.0
1020,Wisconsin,WI,2020,OTHER,OTHER,17034,10.0
1021,Wyoming,WY,2000,AL GORE,DEMOCRAT,60481,3.0
1022,Wyoming,WY,2000,GEORGE W. BUSH,REPUBLICAN,147947,3.0
1023,Wyoming,WY,2000,OTHER,OTHER,5298,3.0
1024,Wyoming,WY,2000,RALPH NADER,GREEN,4625,3.0
1025,Wyoming,WY,2004,GEORGE W. BUSH,REPUBLICAN,167629,3.0
1026,Wyoming,WY,2004,JOHN KERRY,DEMOCRAT,70776,3.0
1027,Wyoming,WY,2004,OTHER,OTHER,5023,3.0
1028,Wyoming,WY,2008,BARACK OBAMA,DEMOCRAT,82868,3.0
1029,Wyoming,WY,2008,JOHN MCCAIN,REPUBLICAN,164958,3.0
1030,Wyoming,WY,2008,OTHER,OTHER,8209,3.0
1031,Wyoming,WY,2012,BARACK OBAMA,DEMOCRAT,69286,3.0
1032,Wyoming,WY,2012,MITT ROMNEY,REPUBLICAN,170962,3.0
1033,Wyoming,WY,2012,OTHER,OTHER,8813,3.0
1034,Wyoming,WY,2016,DONALD TRUMP,REPUBLICAN,174419,3.0
1035,Wyoming,WY,2016,HILLARY CLINTON,DEMOCRAT,55973,3.0
1036,Wyoming,WY,2016,OTHER,OTHER,25457,3.0
1037,Wyoming,WY,2020,DONALD J TRUMP,REPUBLICAN,193559,3.0
1038,Wyoming,WY,2020,JO JORGENSEN,LIBERTARIAN,5768,3.0
1039,Wyoming,WY,2020,JOSEPH R BIDEN JR,DEMOCRAT,73491,3.0
1040,Wyoming,WY,2020,OTHER,OTHER,5685,3.0
